CellID,datetime,alert_type,current_activity,baseline_activity,reason
75,2013-11-01 05:00:00,ACTIVITY_DROP,45.3808,95.7094,ACTIVITY_DROP: current activity 45.38 is at least 50% below baseline 95.71.
75,2013-11-01 06:00:00,ACTIVITY_DROP,41.7581,95.7094,ACTIVITY_DROP: current activity 41.76 is at least 50% below baseline 95.71.
75,2013-11-01 08:00:00,ACTIVITY_SPIKE,92.8772,95.7094,ACTIVITY_SPIKE: current activity 92.88 is at least 50% above previous-hour activity 52.09.
75,2013-11-01 10:00:00,HIGH_ACTIVITY,154.59560000000002,92.8772,HIGH_ACTIVITY: current activity 154.60 is at least 50% above baseline 92.88.
75,2013-11-01 11:00:00,HIGH_ACTIVITY,141.62810000000002,92.8772,HIGH_ACTIVITY: current activity 141.63 is at least 50% above baseline 92.88.
76,2013-11-01 03:00:00,ACTIVITY_DROP,44.9302,95.7094,ACTIVITY_DROP: current activity 44.93 is at least 50% below baseline 95.71.
76,2013-11-01 04:00:00,ACTIVITY_DROP,42.617399999999996,95.7094,ACTIVITY_DROP: current activity 42.62 is at least 50% below baseline 95.71.
76,2013-11-01 05:00:00,ACTIVITY_DROP,45.3808,95.7094,ACTIVITY_DROP: current activity 45.38 is at least 50% below baseline 95.71.
76,2013-11-01 06:00:00,ACTIVITY_DROP,41.7581,95.7094,ACTIVITY_DROP: current activity 41.76 is at least 50% below baseline 95.71.
76,2013-11-01 08:00:00,ACTIVITY_SPIKE,92.8772,95.7094,ACTIVITY_SPIKE: current activity 92.88 is at least 50% above previous-hour activity 52.09.
76,2013-11-01 10:00:00,HIGH_ACTIVITY,154.59560000000002,92.8772,HIGH_ACTIVITY: current activity 154.60 is at least 50% above baseline 92.88.
76,2013-11-01 11:00:00,HIGH_ACTIVITY,141.62810000000002,92.8772,HIGH_ACTIVITY: current activity 141.63 is at least 50% above baseline 92.88.
77,2013-11-01 03:00:00,ACTIVITY_DROP,44.9302,95.7094,ACTIVITY_DROP: current activity 44.93 is at least 50% below baseline 95.71.
77,2013-11-01 04:00:00,ACTIVITY_DROP,42.617399999999996,95.7094,ACTIVITY_DROP: current activity 42.62 is at least 50% below baseline 95.71.
77,2013-11-01 05:00:00,ACTIVITY_DROP,45.3808,95.7094,ACTIVITY_DROP: current activity 45.38 is at least 50% below baseline 95.71.
77,2013-11-01 06:00:00,ACTIVITY_DROP,41.7581,95.7094,ACTIVITY_DROP: current activity 41.76 is at least 50% below baseline 95.71.
77,2013-11-01 08:00:00,ACTIVITY_SPIKE,92.8772,95.7094,ACTIVITY_SPIKE: current activity 92.88 is at least 50% above previous-hour activity 52.09.
77,2013-11-01 10:00:00,HIGH_ACTIVITY,154.59560000000002,92.8772,HIGH_ACTIVITY: current activity 154.60 is at least 50% above baseline 92.88.
77,2013-11-01 11:00:00,HIGH_ACTIVITY,141.62810000000002,92.8772,HIGH_ACTIVITY: current activity 141.63 is at least 50% above baseline 92.88.
78,2013-11-01 03:00:00,ACTIVITY_DROP,44.9302,95.7094,ACTIVITY_DROP: current activity 44.93 is at least 50% below baseline 95.71.
78,2013-11-01 04:00:00,ACTIVITY_DROP,42.617399999999996,95.7094,ACTIVITY_DROP: current activity 42.62 is at least 50% below baseline 95.71.
78,2013-11-01 05:00:00,ACTIVITY_DROP,45.3808,95.7094,ACTIVITY_DROP: current activity 45.38 is at least 50% below baseline 95.71.
78,2013-11-01 06:00:00,ACTIVITY_DROP,41.7581,95.7094,ACTIVITY_DROP: current activity 41.76 is at least 50% below baseline 95.71.
78,2013-11-01 08:00:00,ACTIVITY_SPIKE,92.8772,95.7094,ACTIVITY_SPIKE: current activity 92.88 is at least 50% above previous-hour activity 52.09.
78,2013-11-01 10:00:00,HIGH_ACTIVITY,154.59560000000002,92.8772,HIGH_ACTIVITY: current activity 154.60 is at least 50% above baseline 92.88.
78,2013-11-01 11:00:00,HIGH_ACTIVITY,141.62810000000002,92.8772,HIGH_ACTIVITY: current activity 141.63 is at least 50% above baseline 92.88.
79,2013-11-01 03:00:00,ACTIVITY_DROP,44.9302,95.7094,ACTIVITY_DROP: current activity 44.93 is at least 50% below baseline 95.71.
79,2013-11-01 04:00:00,ACTIVITY_DROP,42.617399999999996,95.7094,ACTIVITY_DROP: current activity 42.62 is at least 50% below baseline 95.71.
79,2013-11-01 05:00:00,ACTIVITY_DROP,45.3808,95.7094,ACTIVITY_DROP: current activity 45.38 is at least 50% below baseline 95.71.
79,2013-11-01 06:00:00,ACTIVITY_DROP,41.7581,95.7094,ACTIVITY_DROP: current activity 41.76 is at least 50% below baseline 95.71.
79,2013-11-01 08:00:00,ACTIVITY_SPIKE,92.8772,95.7094,ACTIVITY_SPIKE: current activity 92.88 is at least 50% above previous-hour activity 52.09.
79,2013-11-01 10:00:00,HIGH_ACTIVITY,154.59560000000002,92.8772,HIGH_ACTIVITY: current activity 154.60 is at least 50% above baseline 92.88.
79,2013-11-01 11:00:00,HIGH_ACTIVITY,141.62810000000002,92.8772,HIGH_ACTIVITY: current activity 141.63 is at least 50% above baseline 92.88.
94,2013-11-01 06:00:00,ACTIVITY_SPIKE,102.5631,99.57369999999999,ACTIVITY_SPIKE: current activity 102.56 is at least 50% above previous-hour activity 65.38.
94,2013-11-01 08:00:00,HIGH_ACTIVITY,155.5612,99.57369999999999,HIGH_ACTIVITY: current activity 155.56 is at least 50% above baseline 99.57.
94,2013-11-01 09:00:00,HIGH_ACTIVITY,287.04639999999995,99.57369999999999,HIGH_ACTIVITY: current activity 287.05 is at least 50% above baseline 99.57.
94,2013-11-01 09:00:00,ACTIVITY_SPIKE,287.04639999999995,99.57369999999999,ACTIVITY_SPIKE: current activity 287.05 is at least 50% above previous-hour activity 155.56.
94,2013-11-01 10:00:00,HIGH_ACTIVITY,257.7257,99.57369999999999,HIGH_ACTIVITY: current activity 257.73 is at least 50% above baseline 99.57.
94,2013-11-01 11:00:00,HIGH_ACTIVITY,274.1538,99.57369999999999,HIGH_ACTIVITY: current activity 274.15 is at least 50% above baseline 99.57.
94,2013-11-01 12:00:00,HIGH_ACTIVITY,300.40200000000004,99.57369999999999,HIGH_ACTIVITY: current activity 300.40 is at least 50% above baseline 99.57.
94,2013-11-01 23:00:00,ACTIVITY_DROP,44.1072,99.82770000000001,ACTIVITY_DROP: current activity 44.11 is at least 50% below baseline 99.83.
95,2013-11-01 06:00:00,ACTIVITY_SPIKE,102.5631,99.57369999999999,ACTIVITY_SPIKE: current activity 102.56 is at least 50% above previous-hour activity 65.38.
95,2013-11-01 08:00:00,HIGH_ACTIVITY,155.5612,99.57369999999999,HIGH_ACTIVITY: current activity 155.56 is at least 50% above baseline 99.57.
95,2013-11-01 09:00:00,HIGH_ACTIVITY,287.04639999999995,99.57369999999999,HIGH_ACTIVITY: current activity 287.05 is at least 50% above baseline 99.57.
95,2013-11-01 09:00:00,ACTIVITY_SPIKE,287.04639999999995,99.57369999999999,ACTIVITY_SPIKE: current activity 287.05 is at least 50% above previous-hour activity 155.56.
95,2013-11-01 10:00:00,HIGH_ACTIVITY,257.7257,99.57369999999999,HIGH_ACTIVITY: current activity 257.73 is at least 50% above baseline 99.57.
95,2013-11-01 11:00:00,HIGH_ACTIVITY,274.1538,99.57369999999999,HIGH_ACTIVITY: current activity 274.15 is at least 50% above baseline 99.57.
95,2013-11-01 12:00:00,HIGH_ACTIVITY,300.40200000000004,99.57369999999999,HIGH_ACTIVITY: current activity 300.40 is at least 50% above baseline 99.57.
95,2013-11-01 23:00:00,ACTIVITY_DROP,44.1072,99.82770000000001,ACTIVITY_DROP: current activity 44.11 is at least 50% below baseline 99.83.
96,2013-11-01 06:00:00,ACTIVITY_SPIKE,102.5631,99.57369999999999,ACTIVITY_SPIKE: current activity 102.56 is at least 50% above previous-hour activity 65.38.
96,2013-11-01 08:00:00,HIGH_ACTIVITY,155.5612,99.57369999999999,HIGH_ACTIVITY: current activity 155.56 is at least 50% above baseline 99.57.
96,2013-11-01 09:00:00,HIGH_ACTIVITY,287.04639999999995,99.57369999999999,HIGH_ACTIVITY: current activity 287.05 is at least 50% above baseline 99.57.
96,2013-11-01 09:00:00,ACTIVITY_SPIKE,287.04639999999995,99.57369999999999,ACTIVITY_SPIKE: current activity 287.05 is at least 50% above previous-hour activity 155.56.
96,2013-11-01 10:00:00,HIGH_ACTIVITY,257.7257,99.57369999999999,HIGH_ACTIVITY: current activity 257.73 is at least 50% above baseline 99.57.
96,2013-11-01 11:00:00,HIGH_ACTIVITY,274.1538,99.57369999999999,HIGH_ACTIVITY: current activity 274.15 is at least 50% above baseline 99.57.
96,2013-11-01 12:00:00,HIGH_ACTIVITY,300.40200000000004,99.57369999999999,HIGH_ACTIVITY: current activity 300.40 is at least 50% above baseline 99.57.
96,2013-11-01 23:00:00,ACTIVITY_DROP,44.1072,99.82770000000001,ACTIVITY_DROP: current activity 44.11 is at least 50% below baseline 99.83.
97,2013-11-01 06:00:00,ACTIVITY_SPIKE,102.5631,99.57369999999999,ACTIVITY_SPIKE: current activity 102.56 is at least 50% above previous-hour activity 65.38.
97,2013-11-01 08:00:00,HIGH_ACTIVITY,155.5612,99.57369999999999,HIGH_ACTIVITY: current activity 155.56 is at least 50% above baseline 99.57.
97,2013-11-01 09:00:00,HIGH_ACTIVITY,287.04639999999995,99.57369999999999,HIGH_ACTIVITY: current activity 287.05 is at least 50% above baseline 99.57.
97,2013-11-01 09:00:00,ACTIVITY_SPIKE,287.04639999999995,99.57369999999999,ACTIVITY_SPIKE: current activity 287.05 is at least 50% above previous-hour activity 155.56.
97,2013-11-01 10:00:00,HIGH_ACTIVITY,257.7257,99.57369999999999,HIGH_ACTIVITY: current activity 257.73 is at least 50% above baseline 99.57.
97,2013-11-01 11:00:00,HIGH_ACTIVITY,274.1538,99.57369999999999,HIGH_ACTIVITY: current activity 274.15 is at least 50% above baseline 99.57.
97,2013-11-01 12:00:00,HIGH_ACTIVITY,300.40200000000004,99.57369999999999,HIGH_ACTIVITY: current activity 300.40 is at least 50% above baseline 99.57.
97,2013-11-01 23:00:00,ACTIVITY_DROP,44.1072,99.82770000000001,ACTIVITY_DROP: current activity 44.11 is at least 50% below baseline 99.83.
98,2013-11-01 06:00:00,ACTIVITY_SPIKE,102.582,99.62429999999999,ACTIVITY_SPIKE: current activity 102.58 is at least 50% above previous-hour activity 65.40.
98,2013-11-01 08:00:00,HIGH_ACTIVITY,155.60449999999997,99.62429999999999,HIGH_ACTIVITY: current activity 155.60 is at least 50% above baseline 99.62.
98,2013-11-01 09:00:00,HIGH_ACTIVITY,287.09029999999996,99.62429999999999,HIGH_ACTIVITY: current activity 287.09 is at least 50% above baseline 99.62.
98,2013-11-01 09:00:00,ACTIVITY_SPIKE,287.09029999999996,99.62429999999999,ACTIVITY_SPIKE: current activity 287.09 is at least 50% above previous-hour activity 155.60.
98,2013-11-01 10:00:00,HIGH_ACTIVITY,257.793,99.62429999999999,HIGH_ACTIVITY: current activity 257.79 is at least 50% above baseline 99.62.
98,2013-11-01 11:00:00,HIGH_ACTIVITY,274.18229999999994,99.62429999999999,HIGH_ACTIVITY: current activity 274.18 is at least 50% above baseline 99.62.
98,2013-11-01 12:00:00,HIGH_ACTIVITY,300.47290000000004,99.62429999999999,HIGH_ACTIVITY: current activity 300.47 is at least 50% above baseline 99.62.
98,2013-11-01 23:00:00,ACTIVITY_DROP,44.1387,99.8641,ACTIVITY_DROP: current activity 44.14 is at least 50% below baseline 99.86.
99,2013-11-01 06:00:00,ACTIVITY_SPIKE,102.5631,99.57369999999999,ACTIVITY_SPIKE: current activity 102.56 is at least 50% above previous-hour activity 65.38.
99,2013-11-01 08:00:00,HIGH_ACTIVITY,155.5612,99.57369999999999,HIGH_ACTIVITY: current activity 155.56 is at least 50% above baseline 99.57.
99,2013-11-01 09:00:00,HIGH_ACTIVITY,287.04639999999995,99.57369999999999,HIGH_ACTIVITY: current activity 287.05 is at least 50% above baseline 99.57.
99,2013-11-01 09:00:00,ACTIVITY_SPIKE,287.04639999999995,99.57369999999999,ACTIVITY_SPIKE: current activity 287.05 is at least 50% above previous-hour activity 155.56.
99,2013-11-01 10:00:00,HIGH_ACTIVITY,257.7257,99.57369999999999,HIGH_ACTIVITY: current activity 257.73 is at least 50% above baseline 99.57.
99,2013-11-01 11:00:00,HIGH_ACTIVITY,274.1538,99.57369999999999,HIGH_ACTIVITY: current activity 274.15 is at least 50% above baseline 99.57.
99,2013-11-01 12:00:00,HIGH_ACTIVITY,300.40200000000004,99.57369999999999,HIGH_ACTIVITY: current activity 300.40 is at least 50% above baseline 99.57.
99,2013-11-01 23:00:00,ACTIVITY_DROP,44.1072,99.82770000000001,ACTIVITY_DROP: current activity 44.11 is at least 50% below baseline 99.83.
100,2013-11-01 06:00:00,ACTIVITY_SPIKE,102.5631,99.5504,ACTIVITY_SPIKE: current activity 102.56 is at least 50% above previous-hour activity 65.38.
100,2013-11-01 08:00:00,HIGH_ACTIVITY,155.52620000000002,99.5504,HIGH_ACTIVITY: current activity 155.53 is at least 50% above baseline 99.55.
100,2013-11-01 09:00:00,HIGH_ACTIVITY,287.02559999999994,99.5504,HIGH_ACTIVITY: current activity 287.03 is at least 50% above baseline 99.55.
100,2013-11-01 09:00:00,ACTIVITY_SPIKE,287.02559999999994,99.5504,ACTIVITY_SPIKE: current activity 287.03 is at least 50% above previous-hour activity 155.53.
100,2013-11-01 10:00:00,HIGH_ACTIVITY,257.6972,99.5504,HIGH_ACTIVITY: current activity 257.70 is at least 50% above baseline 99.55.
100,2013-11-01 11:00:00,HIGH_ACTIVITY,274.115,99.5504,HIGH_ACTIVITY: current activity 274.12 is at least 50% above baseline 99.55.
100,2013-11-01 12:00:00,HIGH_ACTIVITY,300.3851,99.5504,HIGH_ACTIVITY: current activity 300.39 is at least 50% above baseline 99.55.
100,2013-11-01 23:00:00,ACTIVITY_DROP,44.103300000000004,99.8147,ACTIVITY_DROP: current activity 44.10 is at least 50% below baseline 99.81.
167,2013-11-01 04:00:00,ACTIVITY_DROP,46.638200000000005,98.7217,ACTIVITY_DROP: current activity 46.64 is at least 50% below baseline 98.72.
167,2013-11-01 18:00:00,HIGH_ACTIVITY,153.5456,98.6806,HIGH_ACTIVITY: current activity 153.55 is at least 50% above baseline 98.68.
167,2013-11-01 19:00:00,HIGH_ACTIVITY,150.5829,98.6806,HIGH_ACTIVITY: current activity 150.58 is at least 50% above baseline 98.68.
171,2013-11-01 03:00:00,ACTIVITY_DROP,49.027300000000004,99.88520000000001,ACTIVITY_DROP: current activity 49.03 is at least 50% below baseline 99.89.
171,2013-11-01 04:00:00,ACTIVITY_DROP,45.6199,99.88520000000001,ACTIVITY_DROP: current activity 45.62 is at least 50% below baseline 99.89.
171,2013-11-01 05:00:00,ACTIVITY_DROP,46.7089,99.88520000000001,ACTIVITY_DROP: current activity 46.71 is at least 50% below baseline 99.89.
171,2013-11-01 06:00:00,ACTIVITY_DROP,45.8866,99.88520000000001,ACTIVITY_DROP: current activity 45.89 is at least 50% below baseline 99.89.
171,2013-11-01 08:00:00,ACTIVITY_SPIKE,92.1899,99.88520000000001,ACTIVITY_SPIKE: current activity 92.19 is at least 50% above previous-hour activity 57.42.
172,2013-11-01 03:00:00,ACTIVITY_DROP,44.9302,95.6679,ACTIVITY_DROP: current activity 44.93 is at least 50% below baseline 95.67.
172,2013-11-01 04:00:00,ACTIVITY_DROP,42.6036,95.6679,ACTIVITY_DROP: current activity 42.60 is at least 50% below baseline 95.67.
172,2013-11-01 05:00:00,ACTIVITY_DROP,45.353199999999994,95.6679,ACTIVITY_DROP: current activity 45.35 is at least 50% below baseline 95.67.
172,2013-11-01 06:00:00,ACTIVITY_DROP,41.7581,95.6679,ACTIVITY_DROP: current activity 41.76 is at least 50% below baseline 95.67.
172,2013-11-01 08:00:00,ACTIVITY_SPIKE,92.7941,95.6679,ACTIVITY_SPIKE: current activity 92.79 is at least 50% above previous-hour activity 52.09.
172,2013-11-01 10:00:00,HIGH_ACTIVITY,154.416,92.7941,HIGH_ACTIVITY: current activity 154.42 is at least 50% above baseline 92.79.
172,2013-11-01 11:00:00,HIGH_ACTIVITY,141.5174,92.7941,HIGH_ACTIVITY: current activity 141.52 is at least 50% above baseline 92.79.
173,2013-11-01 03:00:00,ACTIVITY_DROP,44.9302,95.68450000000001,ACTIVITY_DROP: current activity 44.93 is at least 50% below baseline 95.68.
173,2013-11-01 04:00:00,ACTIVITY_DROP,42.6091,95.68450000000001,ACTIVITY_DROP: current activity 42.61 is at least 50% below baseline 95.68.
173,2013-11-01 05:00:00,ACTIVITY_DROP,45.3642,95.68450000000001,ACTIVITY_DROP: current activity 45.36 is at least 50% below baseline 95.68.
173,2013-11-01 06:00:00,ACTIVITY_DROP,41.7581,95.68450000000001,ACTIVITY_DROP: current activity 41.76 is at least 50% below baseline 95.68.
173,2013-11-01 08:00:00,ACTIVITY_SPIKE,92.8272,95.68450000000001,ACTIVITY_SPIKE: current activity 92.83 is at least 50% above previous-hour activity 52.09.
173,2013-11-01 10:00:00,HIGH_ACTIVITY,154.48770000000002,92.8272,HIGH_ACTIVITY: current activity 154.49 is at least 50% above baseline 92.83.
173,2013-11-01 11:00:00,HIGH_ACTIVITY,141.56150000000002,92.8272,HIGH_ACTIVITY: current activity 141.56 is at least 50% above baseline 92.83.
174,2013-11-01 03:00:00,ACTIVITY_DROP,45.4202,96.2671,ACTIVITY_DROP: current activity 45.42 is at least 50% below baseline 96.27.
174,2013-11-01 04:00:00,ACTIVITY_DROP,43.083999999999996,96.2671,ACTIVITY_DROP: current activity 43.08 is at least 50% below baseline 96.27.
174,2013-11-01 05:00:00,ACTIVITY_DROP,45.9043,96.2671,ACTIVITY_DROP: current activity 45.90 is at least 50% below baseline 96.27.
174,2013-11-01 06:00:00,ACTIVITY_DROP,42.4211,96.2671,ACTIVITY_DROP: current activity 42.42 is at least 50% below baseline 96.27.
174,2013-11-01 08:00:00,ACTIVITY_SPIKE,93.76790000000001,96.2671,ACTIVITY_SPIKE: current activity 93.77 is at least 50% above previous-hour activity 52.70.
174,2013-11-01 10:00:00,HIGH_ACTIVITY,155.68490000000003,93.76790000000001,HIGH_ACTIVITY: current activity 155.68 is at least 50% above baseline 93.77.
174,2013-11-01 11:00:00,HIGH_ACTIVITY,143.05380000000002,93.76790000000001,HIGH_ACTIVITY: current activity 143.05 is at least 50% above baseline 93.77.
175,2013-11-01 03:00:00,ACTIVITY_DROP,44.9302,95.7094,ACTIVITY_DROP: current activity 44.93 is at least 50% below baseline 95.71.
175,2013-11-01 04:00:00,ACTIVITY_DROP,42.617399999999996,95.7094,ACTIVITY_DROP: current activity 42.62 is at least 50% below baseline 95.71.
175,2013-11-01 05:00:00,ACTIVITY_DROP,45.3808,95.7094,ACTIVITY_DROP: current activity 45.38 is at least 50% below baseline 95.71.
175,2013-11-01 06:00:00,ACTIVITY_DROP,41.7581,95.7094,ACTIVITY_DROP: current activity 41.76 is at least 50% below baseline 95.71.
175,2013-11-01 08:00:00,ACTIVITY_SPIKE,92.8772,95.7094,ACTIVITY_SPIKE: current activity 92.88 is at least 50% above previous-hour activity 52.09.
175,2013-11-01 10:00:00,HIGH_ACTIVITY,154.59560000000002,92.8772,HIGH_ACTIVITY: current activity 154.60 is at least 50% above baseline 92.88.
175,2013-11-01 11:00:00,HIGH_ACTIVITY,141.62810000000002,92.8772,HIGH_ACTIVITY: current activity 141.63 is at least 50% above baseline 92.88.
176,2013-11-01 03:00:00,ACTIVITY_DROP,44.9302,95.7094,ACTIVITY_DROP: current activity 44.93 is at least 50% below baseline 95.71.
176,2013-11-01 04:00:00,ACTIVITY_DROP,42.617399999999996,95.7094,ACTIVITY_DROP: current activity 42.62 is at least 50% below baseline 95.71.
176,2013-11-01 05:00:00,ACTIVITY_DROP,45.3808,95.7094,ACTIVITY_DROP: current activity 45.38 is at least 50% below baseline 95.71.
176,2013-11-01 06:00:00,ACTIVITY_DROP,41.7581,95.7094,ACTIVITY_DROP: current activity 41.76 is at least 50% below baseline 95.71.
176,2013-11-01 08:00:00,ACTIVITY_SPIKE,92.8772,95.7094,ACTIVITY_SPIKE: current activity 92.88 is at least 50% above previous-hour activity 52.09.
176,2013-11-01 10:00:00,HIGH_ACTIVITY,154.59560000000002,92.8772,HIGH_ACTIVITY: current activity 154.60 is at least 50% above baseline 92.88.
176,2013-11-01 11:00:00,HIGH_ACTIVITY,141.62810000000002,92.8772,HIGH_ACTIVITY: current activity 141.63 is at least 50% above baseline 92.88.
177,2013-11-01 03:00:00,ACTIVITY_DROP,44.9302,95.7094,ACTIVITY_DROP: current activity 44.93 is at least 50% below baseline 95.71.
177,2013-11-01 04:00:00,ACTIVITY_DROP,42.617399999999996,95.7094,ACTIVITY_DROP: current activity 42.62 is at least 50% below baseline 95.71.
177,2013-11-01 05:00:00,ACTIVITY_DROP,45.3808,95.7094,ACTIVITY_DROP: current activity 45.38 is at least 50% below baseline 95.71.
177,2013-11-01 06:00:00,ACTIVITY_DROP,41.7581,95.7094,ACTIVITY_DROP: current activity 41.76 is at least 50% below baseline 95.71.
177,2013-11-01 08:00:00,ACTIVITY_SPIKE,92.8772,95.7094,ACTIVITY_SPIKE: current activity 92.88 is at least 50% above previous-hour activity 52.09.
177,2013-11-01 10:00:00,HIGH_ACTIVITY,154.59560000000002,92.8772,HIGH_ACTIVITY: current activity 154.60 is at least 50% above baseline 92.88.
177,2013-11-01 11:00:00,HIGH_ACTIVITY,141.62810000000002,92.8772,HIGH_ACTIVITY: current activity 141.63 is at least 50% above baseline 92.88.
178,2013-11-01 03:00:00,ACTIVITY_DROP,44.9302,95.7094,ACTIVITY_DROP: current activity 44.93 is at least 50% below baseline 95.71.
178,2013-11-01 04:00:00,ACTIVITY_DROP,42.617399999999996,95.7094,ACTIVITY_DROP: current activity 42.62 is at least 50% below baseline 95.71.
178,2013-11-01 05:00:00,ACTIVITY_DROP,45.3808,95.7094,ACTIVITY_DROP: current activity 45.38 is at least 50% below baseline 95.71.
